sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),target
4.865087827904781,3.4773419574657103,0.9038881459249832,0.6187035929660001,0
4.872640310782614,2.676962916792946,0.8167992480689596,0.5540614486422633,0
4.955610056806956,3.0648606250005246,0.6692633289828929,-0.702892365397636,0
4.746030117899001,3.3158034002645103,1.8943728765552397,0.9387311277603092,0
5.220716684811998,3.9484759566726564,1.3159479420025242,0.09235566588017928,0
5.754797372313533,3.769460142014782,1.1273128882826258,1.0191214493711347,0
4.546753411750096,3.770140364278167,1.7095893048674768,0.493188836891607,0
5.3297976085869605,3.368170965948658,1.088683711139017,-0.03199571100693399,0
5.310993145352718,3.281116574624417,0.976760240651112,1.0697141507644725,0
4.867728906095353,2.788325679794143,0.5666816736533773,0.14792834863223034,0
6.3328218963882446,3.380721299659211,0.8888031088224514,0.4186409958533792,0
5.2107136495187,3.957871731202022,1.3947913479999459,-0.3566718696853115,0
4.090717231607702,2.5005800678548056,2.140802015537345,0.28323366796312277,0
4.650920558328321,3.383577810586788,1.0956353624806239,0.08352376398488617,0
5.752118335031376,3.4192367114217554,1.1097854180262443,-0.6133278971231493,0
3.8421107174331337,2.337718335940843,0.9620643077336685,0.03322558829715083,0
4.83462977449862,3.0731893452877803,1.5694500446088253,0.472571250209552,0
5.297795786594749,3.5318702786615077,1.9749176814387346,0.6749503135645032,0
5.363620610154541,3.543149922878067,1.9757518714273492,-0.10779556035881321,0
5.0009155572412896,3.2871109704997417,1.5506865195513235,-0.05321510518064737,0
5.214106829506156,4.305698919936599,2.2670387870883495,-0.7156033902575352,0
4.549453277649228,3.4590416381257594,1.439298639784319,0.24852880213549192,0
5.320676092992342,4.115228158599038,1.69736324468759,0.2450219750075719,0
5.6896985101196975,3.544024747249336,1.00908073099086,0.047091815258907155,0
7.382674601801126,3.334895027010074,4.417775733321438,1.8680264933713424,1
6.428854210226765,1.9146808478843511,4.559555751841863,1.4462455900795463,1
6.874941059206544,3.480074536211501,5.340625175591803,1.2255599273625366,1
4.847861694505962,2.5155320955521985,4.244651678868621,1.439492387703157,1
5.898480876471048,3.390660628361811,4.861611459692396,1.7846080675553906,1
5.040941290950355,2.7306303721675453,4.0410718223625945,2.257012989674221,1
6.138314107170104,3.1721440570860757,5.375292885496963,1.4448723262063436,1
4.5288666695710065,1.8938297964552429,3.374019612145998,1.550771864409051,1
5.969945420284604,3.165445968239075,4.3535744245196275,1.463125680063264,1
5.522720576792106,3.468381312240254,3.781613458642478,1.1431852716269253,1
5.695164589536492,2.1147132718287676,3.5301877750878488,1.433580374705829,1
6.1217116467018196,2.6210933643501875,4.477773631523247,1.4523035210358997,1
5.886672132812431,2.454393740160769,3.5952868051740174,0.7095682857674991,1
5.613854580426837,3.168469112681476,5.465699588606645,1.7817679551713446,1
6.1215200694650616,2.162772821020873,3.319760405342273,1.8154214184222712,1
7.07816336633184,2.308583895619649,4.549432647827027,1.6227665981203923,1
5.555996957845529,3.557974600151371,3.9060685144656784,1.5516246449569633,1
5.921814530026707,2.63353883467761,4.317375923951087,1.0906488468679576,1
6.491321615416195,2.008170659206376,3.9677753928712236,1.883877294481523,1
5.027289661298161,2.661261226147203,3.5551348951394814,1.0207076708817993,1
5.184001111212248,3.58357009001542,5.1813912803846005,2.092326009402368,1
6.0625184940767625,2.51269907815686,4.598039910894459,0.9575419307320718,1
6.47444437866432,2.7298012695133775,5.430815910725828,1.0974187580396175,1
6.547441161182816,3.4537566808549887,5.1975468732237395,1.5900845879407348,1
6.664925742239074,2.2725350235015567,3.4766852374537107,1.7062368675357633,1
6.172240276747324,3.3168016324433127,3.39651496248357,1.6507126791126931,1
7.707077434554104,2.6985269781021133,4.526092960320817,1.6998116760069877,1
6.666102472144976,2.5187930525182005,5.015002063868944,1.882410217831772,1
6.36858709776493,3.1656473598957344,4.823985505195024,-0.046316004239606245,1
5.316801113141273,1.934722885106492,3.6770755804680633,0.7138518561499679,1
5.199000998957945,1.8053109977617807,4.12311251045773,0.748536121918862,1
4.486535264429211,2.3553597631909544,3.9637656335887845,0.48031919034108883,1
5.488452272294692,3.3484097657601666,4.071745697039519,0.8685711105924545,1
5.203078932346766,2.3151366135829647,4.574859741352902,2.970852598841898,1
5.287897796639012,3.479925619828248,4.792615709910273,1.7939068576926538,1
5.885236205466951,4.042406457687168,3.627949102895178,1.6012686198788906,1
6.1538153122001695,3.4037935934184325,5.769325748557124,1.483892643891171,1
6.008276001471152,2.5673614167321173,4.228038858395843,1.2527034889366915,1
4.545057718749108,2.4097801792057396,4.478984352107214,1.3749114389457011,1
5.840399695211454,2.9356520253385234,3.944903160123466,1.1559151519747306,1
5.865172000713472,2.32350762794421,4.880612576126651,1.8702807086626645,1
6.520912040318206,3.714436857164726,4.278114868741967,1.0425250478120245,1
6.330451200868002,2.6583863250458655,4.155681253782152,0.9600073933652497,1
4.626663179920039,1.6764158781131557,3.361655128596743,0.6262259032606997,1
6.2688651122521035,4.256004438209702,5.1276317724627924,1.3852998371378267,1
5.99031529267727,2.483369553145864,4.823179820567991,0.6857776054020372,1
5.381303978800236,3.4147251607664697,3.4363448036133684,0.662381884605619,1
6.176375134731256,3.417332493813944,4.17681788045094,0.6643950649485472,1
5.3362745337089565,3.387689346602751,3.318657390906,0.9392890251626428,1
5.590595433684321,3.1787784574421982,3.672538192002513,1.4458289980363268,1
6.609627123637567,2.478266741761209,5.368201412341603,2.669971649861007,2
6.19489755473067,2.9766427948772516,5.660251855387684,1.3822559607440925,2
7.303406812596159,2.693942872810258,6.203680096307081,2.060904276466527,2
6.173618708162904,2.656460707561757,6.004938273678293,2.2657675548396443,2
6.350025500511315,3.695058722937141,6.1631844717824125,1.4560979950878221,2
7.359700760106541,3.048294089453271,6.408645521120657,2.2802371087880737,2
5.561288441143881,2.6371579342525404,3.8378597977477513,1.4601280128557546,2
7.532723797724278,3.007607950374238,7.490337746629624,1.4872613070081258,2
7.021599956646492,2.514070543486958,6.010714807944542,2.382642450234993,2
7.463154998061582,2.639469445288454,5.992554445373916,2.1939098353125526,2
7.282134122985199,3.0791567061541025,5.160841170487048,2.3489866850942933,2
6.914642779551405,2.7819018174932255,4.821983998064097,2.705933785788391,2
6.394915709009161,3.849374533675671,5.769308429316384,0.9346439196624816,2
5.676161032500982,2.701255930801852,4.392283853281603,1.913087378284234,2
6.102548257630841,3.487122805408753,5.152527860616864,2.2469993717578567,2
6.564038350795711,3.3234851384779707,4.523534017961679,2.1450924254355956,2
7.133012801946014,2.807508496128744,6.844478338447585,1.7041948734606716,2
7.41102881070859,3.1161285037956095,7.03913689419455,2.5107087854481636,2
7.827642893357808,3.5004622100874654,7.8772570586787705,1.4704058154611168,2
5.344039060329996,2.1440177055793046,5.3481358503462495,1.4816810748980762,2
6.91138309611543,2.5278793439549627,5.980037100475581,2.503921699851828,2
5.775362071185655,2.8839252412773435,4.894052438088302,2.0199988619348925,2
8.287684134145458,3.540723705050054,5.842359538813964,2.4597669689294803,2
6.4441392745925565,2.8216941658470236,4.565315376905528,1.8535320710336498,2
6.18321104401492,2.312022271233979,5.907706001422169,1.4658366097353528,2
7.330455334145535,3.3661593936855416,5.1578877961477705,2.5918564216790454,2
5.839983309449044,1.910439526844724,4.8385949870361324,3.1339692981036964,2
6.881166425824377,2.99337256256866,5.546111709887342,1.5506936001246776,2
5.860540569600761,2.7789080887608604,5.2811639791698575,1.8820130258520813,2
7.050123022977332,3.435536844003975,5.6362452021248615,1.800231655231346,2
6.990725560250168,2.62041644961647,6.631204088454782,2.3493833698273865,2
8.85436046254894,3.619297665842681,6.6796048015766205,1.8716290889984033,2
6.836910768430022,2.987139990623912,5.649416168277453,2.018999013211654,2
7.227407097758859,2.6844885397313845,5.238340589219787,1.7682762420380362,2
5.545729349098268,2.913654624498864,5.790340658444552,1.4032013317133027,2
6.911666669321365,3.136265581124563,6.418353571312844,1.726927822321067,2
6.92666833866433,3.2127264482580693,6.2263577689302,1.7366195368227362,2
6.809725193639299,3.1319041831687287,6.07258791882461,2.20296022651193,2
6.1983513661426075,3.0417226451336163,4.777571680522959,1.418487153182838,2
7.0949806610707045,3.4349006555085246,5.163760519831013,2.637988072491546,2
5.482313798077811,3.5832326682727644,6.406506284667529,2.370971984325701,2
6.298440455165756,3.1372796066651105,4.363344913809169,2.998026052607711,2
5.740530091375986,2.869671725175781,4.8574866532760606,0.92223864163375,2
7.01634299374741,3.2180034758429326,4.837997308361702,1.3092630669054812,2
6.840614288613183,4.550260376828014,4.972734266051182,2.9965084433827194,2
6.76724713299645,3.4086249537267745,5.455347568641627,1.9624677388914424,2
5.253409924369278,2.8793840809612536,5.078785818790945,2.2936644225096883,2
5.911304020987241,2.6408708079700376,5.48346451585089,2.3467126640338902,2
6.817898238946522,2.667891948763244,4.723926329865702,2.432951171437446,2
5.079751316348045,3.2241685016611874,4.849747436886232,2.8499116608641,2
